"DEU",13665590.167
"ITA",6499552.768
"FRA",4733456.841
"ESP",3291333.449
"AUT",2568275.529
"POL",2337396.296
"NLD",1940959.864
"CZE",1833709.06
"BEL",1701192.368
"SWE",1552090.781
"SVK",1102518.569
"HUN",982303.69
"FIN",804312.318
"PRT",630536.883
"IRL",595786.569
"DNK",587727.602
"NOR",465150.076
"SVN",463451.835
"GRC",358356.684
"LUX",297030.137
"BGR",284681.374
"HRV",129759.106
"EST",117422.859
"LTU",96180.93
"LVA",62335.731
"MLT",31499.91
"CYP",18407.405
